identity,composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,setfit_prediction,is_parent_category
4452.0,"Title: Matrix algebra tutor
Subjects: Algebra; Matrices
Genres: Video recordings; Videorecording; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2011","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$4nrt$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker; Narrator,Matrix algebra tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2011",Algebra; Matrices,Video recordings; Videorecording; Educational films; Alexander Street Video,,14664581,14664581-c1e5ca0b-4b41-4197-a9d6-936987e61d4e#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Pre-algebra tutor
Subjects: Algebra; Mathematics
Genres: Video recordings; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2010","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker,Pre-algebra tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2010",Algebra; Mathematics,Video recordings; Educational films; Alexander Street Video,,14664577,14664577-df57fdbd-2101-4f82-b796-42e376ecfee7#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Pre-algebra tutor series: learning by example
Subjects: Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra
Genres: Video recordings; Educational films; Problems and exercises
Provision information: Los Angeles: TMW Media Group, 2010","7001 $aGibson, Jason$c(Math instructor),$espeaker.$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Speaker,Pre-algebra tutor series: learning by example,presented by Jason Gibson,"Los Angeles: TMW Media Group, 2010","Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra",Video recordings; Educational films; Problems and exercises,,14674271,14674271-3371b88a-4fe3-49a0-b5b1-5044f67924d4#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Calculus 2 advanced tutor
Subjects: Calculus
Genres: Video recordings; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2012","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$4nrt$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker; Narrator,Calculus 2 advanced tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2012",Calculus,Video recordings; Educational films; Alexander Street Video,,14664583,14664583-07d7ef17-f575-4074-ac79-628110c3ef17#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Algebra 2 tutor
Subjects: Algebra
Genres: Video recordings; Videorecording; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2010","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker,Algebra 2 tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2010",Algebra,Video recordings; Videorecording; Educational films; Alexander Street Video,,14664587,14664587-0c9a474f-5a47-430d-beca-ee340063d706#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Trigonometry tutor
Subjects: Trigonometry
Genres: Video recordings; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2008","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker,Trigonometry tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2008",Trigonometry,Video recordings; Educational films; Alexander Street Video,,14664637,14664637-9672a561-d3a0-4498-8ff4-0265a1b1e9b9#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Calculus tutor
Subjects: Calculus; Differential calculus
Genres: Video recordings; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2008","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker,Calculus tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2008",Calculus; Differential calculus,Video recordings; Educational films; Alexander Street Video,,14664591,14664591-4d3a5183-bbd8-45ee-a965-bd29563f7d30#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Calculus tutor
Subjects: Calculus; Calculus, Integral; Integrals
Genres: Video recordings; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2008","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker,Calculus tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2008","Calculus; Calculus, Integral; Integrals",Video recordings; Educational films; Alexander Street Video,,14664589,14664589-4f9f8904-1c42-4e4c-9a7b-6ab29a0ea87b#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Calculus 2 advanced tutor
Subjects: Calculus; Coordinates, Polar
Genres: Video recordings; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2012","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$4nrt$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker; Narrator,Calculus 2 advanced tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2012","Calculus; Coordinates, Polar",Video recordings; Educational films; Alexander Street Video,,14664711,14664711-d8d6d6a9-4eb4-4cfb-b669-5709d343a027#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Calculus 2 advanced tutor
Subjects: Calculus; Mathematics
Genres: Video recordings; Videorecording; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2012","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$4nrt$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker; Narrator,Calculus 2 advanced tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2012",Calculus; Mathematics,Video recordings; Videorecording; Educational films; Alexander Street Video,,14664573,14664573-3f426041-43ac-4bfd-8a2d-701b9f1185cd#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Pre-algebra tutor series
Subjects: Mathematics; Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra
Genres: Video recordings; Educational films; Instructional films; Problems and exercises
Provision information: Los Angeles, CA: TMW Media Group, 2011","7001 $aGibson, Jason$c(Math instructor),$einstructor.$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Instructor,Pre-algebra tutor series,presented by Jason Gibson,"Los Angeles, CA: TMW Media Group, 2011","Mathematics; Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra",Video recordings; Educational films; Instructional films; Problems and exercises,,14689589,14689589-31353287-7cfd-46df-b720-08070f617bf3#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Trigonometry tutor
Subjects: Trigonometry; Triangle; Angles (Geometry); Algebraic functions
Genres: Video recordings; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2008","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker,Trigonometry tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2008",Trigonometry; Triangle; Angles (Geometry); Algebraic functions,Video recordings; Educational films; Alexander Street Video,,14664575,14664575-33081048-7bb4-476a-b5fa-d62ba31a382f#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Unit conversion tutor
Subjects: Speed--Measurement; Metric system; Weights and measures
Genres: Video recordings; Instructional films
Provision information: Los Angeles: TMW Media Group, 2009","7001 $aGibson, Jason$c(Math instructor),$espeaker.$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Speaker,Unit conversion tutor,presented by Jason Gibson,"Los Angeles: TMW Media Group, 2009",Speed--Measurement; Metric system; Weights and measures,Video recordings; Instructional films,,14674218,14674218-65cf6a4f-ed1f-42ca-b0d4-a4a688b3047d#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Pre-algebra tutor series: learning by example
Subjects: Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra
Genres: Video recordings; Educational films; Problems and exercises
Provision information: Los Angeles: TMW Media Group, 2010","7001 $aGibson, Jason$c(Math instructor),$espeaker.$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Speaker,Pre-algebra tutor series: learning by example,presented by Jason Gibson,"Los Angeles: TMW Media Group, 2010","Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra",Video recordings; Educational films; Problems and exercises,,14674215,14674215-316a1502-4800-4cc8-8a91-18effe206d2b#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Algebra 2 tutor
Subjects: Algebra; Mathematics
Genres: Video recordings; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2010","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker,Algebra 2 tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2010",Algebra; Mathematics,Video recordings; Educational films; Alexander Street Video,,14664570,14664570-56a2b84f-ea1c-408e-bcbc-5833eb22f3e3#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Algebra 2 tutor: learning by example
Subjects: Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra
Genres: Video recordings; Educational films; Problems and exercises
Provision information: Los Angeles: TMW Media Group, 2010","7001 $aGibson, Jason$c(Math instructor),$espeaker.$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Speaker,Algebra 2 tutor: learning by example,presented by Jason Gibson,"Los Angeles: TMW Media Group, 2010","Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra",Video recordings; Educational films; Problems and exercises,,14674275,14674275-6fb0a331-7929-4162-ae9f-315b2bcc5a62#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Calculus tutor
Subjects: Calculus; Calculus, Integral; Logarithmic functions
Genres: Video recordings; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2008","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker,Calculus tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2008","Calculus; Calculus, Integral; Logarithmic functions",Video recordings; Educational films; Alexander Street Video,,14664599,14664599-fc6baeeb-edf2-4648-9014-488e07d6c0a7#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Matrix algebra tutor
Subjects: Algebra; Matrices; Mathematics
Genres: Video recordings; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2011","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$4nrt$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker; Narrator,Matrix algebra tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2011",Algebra; Matrices; Mathematics,Video recordings; Educational films; Alexander Street Video,,14664571,14664571-6d69316e-95de-4456-97f8-964c0b93dc10#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Algebra 2 tutor
Subjects: Algebra; Graphic methods; Equations
Genres: Video recordings; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2010","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker,Algebra 2 tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2010",Algebra; Graphic methods; Equations,Video recordings; Educational films; Alexander Street Video,,14664584,14664584-2171bd38-17c2-47be-8b61-c8b6887eeca5#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4463.0,"Title: Robert Koch: Leben und Studien nach einem biographischen Essay von W. Becher 1891
Subjects: Bacteriology; Tuberculosis
Provision information: München: MSD, 1977","60010$aKoch, Robert,$d1843-1910.$0http://id.loc.gov/authorities/names/n50043984","Koch, Robert, 1843-1910",Subject,Robert Koch: Leben und Studien nach einem biographischen Essay von W. Becher 1891,gestaltet von MSD Sharp & Dohme München,"München: MSD, 1977",Bacteriology; Tuberculosis,,,14710054,14710054-b7afff30-3600-491c-8de9-6a3249fe623f#http://id.loc.gov/rwo/agents/n50043984,"Medicine, Health, and Clinical Sciences",False
54.0,"Title: Thielemann rehearses ""Frau ohne Schatten"": an opera
Variant titles: Frau ohne Schatten
Subjects: Strauss, Richard, 1864-1949. Frau ohne Schatten; Frau ohne Schatten (Strauss, Richard)
Genres: Video recordings; Internet videos
Provision information: [Place of publication not identified]: ServusTV, [2011]","60010$aStrauss, Richard,$d1864-1949.$tFrau ohne Schatten.$0http://id.loc.gov/authorities/names/n82166213","Strauss, Richard, 1864-1949",Subject,"Thielemann rehearses ""Frau ohne Schatten"": an opera","by Ricahrd Strauss ; Eric Schulz, director ; Christof Loy, stage director ; ServusTV","[Place of publication not identified]: ServusTV, [2011]","Strauss, Richard, 1864-1949. Frau ohne Schatten; Frau ohne Schatten (Strauss, Richard)",Video recordings; Internet videos,,16042848,16042848-273bf8cf-cbef-4324-aafb-8f275154d59c#http://id.loc.gov/rwo/agents/n82166213,"Music, Sound, and Sonic Arts",False
54.0,"Title: Thielemann rehearses ""Frau ohne Schatten"": an opera
Variant titles: Frau ohne Schatten
Related work: Frau ohne Schatten. Selections.
Subjects: Strauss, Richard, 1864-1949. Frau ohne Schatten; Frau ohne Schatten (Strauss, Richard)
Genres: Video recordings; Internet videos
Provision information: [Place of publication not identified]: ServusTV, [2011]","70012$iContainer of (work):$aStrauss, Richard,$d1864-1949.$tFrau ohne Schatten.$kSelections.$0http://id.loc.gov/authorities/names/n85352581","Strauss, Richard, 1864-1949",Contributor,"Thielemann rehearses ""Frau ohne Schatten"": an opera","by Ricahrd Strauss ; Eric Schulz, director ; Christof Loy, stage director ; ServusTV","[Place of publication not identified]: ServusTV, [2011]","Strauss, Richard, 1864-1949. Frau ohne Schatten; Frau ohne Schatten (Strauss, Richard)",Video recordings; Internet videos,Frau ohne Schatten. Selections.,16042848,16042848-3be3a1c5-0255-485d-a11d-f3c6e3769d84#http://id.loc.gov/rwo/agents/n85352581,"Music, Sound, and Sonic Arts",False
58.0,"Title: Lines for Ezra Pound and William Carlos Williams
Subjects: Pound, Ezra, 1885-1972--Poetry; Williams, William Carlos, 1883-1963--Poetry; Pound, Ezra, 1885-1972; Williams, William Carlos, 1883-1963
Genres: Poetry
Provision information: [New York, N.Y.]: [J. Laughlin], ©1983; [New York, N.Y.]: Grenfell Press","1001 $aLaughlin, James,$d1914-1997,$eauthor.$0http://id.loc.gov/authorities/names/n83177320","Laughlin, James, 1914-1997",Author,Lines for Ezra Pound and William Carlos Williams,James Laughlin,"[New York, N.Y.]: [J. Laughlin], ©1983 [New York, N.Y.]: Grenfell Press","Pound, Ezra, 1885-1972--Poetry; Williams, William Carlos, 1883-1963--Poetry; Pound, Ezra, 1885-1972; Williams, William Carlos, 1883-1963",Poetry,,15658369,15658369-d73ac1a4-5a8a-4db1-9b8f-8ca18bbc6006#http://id.loc.gov/rwo/agents/n83177320,Literature and Narrative Arts,False
82.0,"Title: The infant Hercules
Subjects: Pitt, William, 1759-1806--Caricatures and cartoons; Fox, Charles James, 1749-1806--Caricatures and cartoons; North, Frederick, Lord, 1732-1792--Caricatures and cartoons; East India Company; Great Britain--Politics and government--1760-1789; Snakes; Shields; Satires (Visual works)--England--1784; Etchings--England--London--1868
Genres: graphic; Restrikes
Provision information: [London]: Pubd. Feby. 3d, 1784, by W. Humphrey, No. 227 Strand, [3 Feburary 1784]; [London]: [Field & Tuer], [approximately 1868?]","1001 $aRowlandson, Thomas,$d1756-1827,$eprintmaker.$0http://id.loc.gov/authorities/names/n50022330","Rowlandson, Thomas, 1756-1827",Printmaker,The infant Hercules,,"[London]: Pubd. Feby. 3d, 1784, by W. Humphrey, No. 227 Strand, [3 Feburary 1784] [London]: [Field & Tuer], [approximately 1868?]","Pitt, William, 1759-1806--Caricatures and cartoons; Fox, Charles James, 1749-1806--Caricatures and cartoons; North, Frederick, Lord, 1732-1792--Caricatures and cartoons; East India Company; Great Britain--Politics and government--1760-1789; Snakes; Shields; Satires (Visual works)--England--1784; Etchings--England--London--1868",graphic; Restrikes,,15539225,15539225-78bc440e-1688-4e0f-b26b-cacc3ba54263#http://id.loc.gov/rwo/agents/n50022330,Visual Arts and Design,False
82.0,"Title: The Easter hunt
Subjects: Hunting; Horseback riding; Dogs; Signs (Notices); Satires (Visual works)--England--1800; Etchings--England--London--1868
Genres: graphic; Restrikes
Provision information: [London]: [Field & Tuer], [approximately 1868?]","1001 $aRowlandson, Thomas,$d1756-1827,$eprintmaker.$0http://id.loc.gov/authorities/names/n50022330","Rowlandson, Thomas, 1756-1827",Printmaker,The Easter hunt,H. Bunbury del,"[London]: [Field & Tuer], [approximately 1868?]",Hunting; Horseback riding; Dogs; Signs (Notices); Satires (Visual works)--England--1800; Etchings--England--London--1868,graphic; Restrikes,,15546375,15546375-338aea9c-bdb9-4fb5-af2b-89d6c8709ce2#http://id.loc.gov/rwo/agents/n50022330,Visual Arts and Design,False
82.0,"Title: [The incurable]
Variant titles: Dazzled with hope he could not see the cheat ...
Subjects: Fox, Charles James, 1749-1806--Caricatures and cartoons; Monro, John, 1715-1791--Caricatures and cartoons; Great Britain--Politics and government--1760-1789; Mentally ill persons; Physicians; Physical restraints; Quizzing glasses; Satires (Visual works)--England--1784; Etchings--England--London--1868
Genres: graphic; Restrikes
Provision information: [London]: Pubd. April 4th, 1784, by W. Humphry, No. 227 Strand, [4 April 1784]; [London]: [Field & Tuer], [approximately 1868?]","1001 $aRowlandson, Thomas,$d1756-1827,$eprintmaker.$0http://id.loc.gov/authorities/names/n50022330","Rowlandson, Thomas, 1756-1827",Printmaker,[The incurable],,"[London]: Pubd. April 4th, 1784, by W. Humphry, No. 227 Strand, [4 April 1784] [London]: [Field & Tuer], [approximately 1868?]","Fox, Charles James, 1749-1806--Caricatures and cartoons; Monro, John, 1715-1791--Caricatures and cartoons; Great Britain--Politics and government--1760-1789; Mentally ill persons; Physicians; Physical restraints; Quizzing glasses; Satires (Visual works)--England--1784; Etchings--England--London--1868",graphic; Restrikes,,15541201,15541201-7ad45b98-5c00-4231-b45d-3e4b2c5d00a9#http://id.loc.gov/rwo/agents/n50022330,Visual Arts and Design,False
115.0,"Title: Hogarth and Europe
Subjects: Hogarth, William, 1697-1764--Exhibitions; Hogarth, William, 1697-1764--Criticism and interpretation; Hogarth, William, 1697-1764--Influence; Art, European--18th century--Exhibitions; Hogarth, William, 1697-1764; Art, European; Influence (Literary, artistic, etc.); 1700-1799
Genres: Catalogs; exhibition catalogs; Criticism, interpretation, etc.
Provision information: London: Tate Publishing, 2021; New York, NY: ABRAMS","7001 $aHogarth, William,$d1697-1764,$eartist.$0http://id.loc.gov/authorities/names/n80126106","Hogarth, William, 1697-1764",Artist,Hogarth and Europe,"edited by Alice Insley and Martin Myrone ; contributions by Sonia E. Barrett, Josephina de Fouw, Meredith Gamer, Cora Gilroy-Ware, Lubaina Himid, Alice Insley, Paul Knolle, Gerhard de Kok, Martin Myrone, Temi Odumosu, Stacey Sloboda, Lars Tharp, Hannah Williams and Jonny Yarker","London: Tate Publishing, 2021 New York, NY: ABRAMS","Hogarth, William, 1697-1764--Exhibitions; Hogarth, William, 1697-1764--Criticism and interpretation; Hogarth, William, 1697-1764--Influence; Art, European--18th century--Exhibitions; Hogarth, William, 1697-1764; Art, European; Influence (Literary, artistic, etc.); 1700-1799","Catalogs; exhibition catalogs; Criticism, interpretation, etc.",,16079506,16079506-12914524-247d-458d-84b3-699d45c837e3#http://id.loc.gov/rwo/agents/n80126106,Visual Arts and Design,False
450.0,"Title: Chu ci ji zhu; 楚辭集注
Subjects: Chu ci (Ancient Chinese poems)
Provision information: Wuhan: Hubei ren min chu ban she, 2017; 武漢: 湖北人民出版社, 2017; Di 1 ban; 第1版","1001 $6880-01$aZhu, Xi,$d1130-1200,$eauthor.$0http://id.loc.gov/authorities/names/n81008179 8801 $6100-01/$1$a朱熹,$d1130-1200,$eauthor.","Zhu, Xi, 1130-1200 朱熹, 1130-1200",Author,Chu ci ji zhu; 楚辭集注,(Song) Zhu Xi ji zhu ; Huang Linggeng dian jiao (宋) 朱熹集注 ; 黃靈庚點校,"Wuhan: Hubei ren min chu ban she, 2017 武漢: 湖北人民出版社, 2017 Di 1 ban 第1版",Chu ci (Ancient Chinese poems),,,16175648,16175648-cb65f025-fe60-48b1-b442-b585e38af5eb#http://id.loc.gov/rwo/agents/n81008179,Literature and Narrative Arts,False
511.0,"Title: The principles of ethics
Subjects: Ethics; Ethics, Evolutionary; Gray, Bradford H., 1942---Ownership; United Oxford and Cambridge University Club. Library--Stamp
Provision information: London: Williams and Norgate, 1892-1893","1001 $aSpencer, Herbert,$d1820-1903,$eauthor.$0http://id.loc.gov/authorities/names/n80038441","Spencer, Herbert, 1820-1903",Author,The principles of ethics,by Herbert Spencer,"London: Williams and Norgate, 1892-1893","Ethics; Ethics, Evolutionary; Gray, Bradford H., 1942---Ownership; United Oxford and Cambridge University Club. Library--Stamp",,,15805682,15805682-90f9c402-f198-44d1-899d-72f8676ec661#http://id.loc.gov/rwo/agents/n80038441,Philosophy and Ethics,False
511.0,"Title: What knowledge is of most worth?
Subjects: Education--Philosophy; Gray, Bradford H., 1942---Ownership
Provision information: [New York?]: [Popular Science Publishing Company?], [1904?]","1001 $aSpencer, Herbert,$d1820-1903,$eauthor.$0http://id.loc.gov/authorities/names/n80038441","Spencer, Herbert, 1820-1903",Author,What knowledge is of most worth?,by the late Herbert Spencer. The progress of science : Herbert Spencer.,"[New York?]: [Popular Science Publishing Company?], [1904?]","Education--Philosophy; Gray, Bradford H., 1942---Ownership",,,15877565,15877565-cd0d9d65-1b15-4dba-9109-19284c55c26f#http://id.loc.gov/rwo/agents/n80038441,Philosophy and Ethics,False
531.0,"Title: A previous life: another posthumous novel
Subjects: Man-woman relationships--Fiction
Genres: Fiction
Provision information: London: Bloomsbury Publishing, 2021","1001 $aWhite, Edmund,$eauthor.$0http://id.loc.gov/authorities/names/nr97036515","White, Edmund",Author,A previous life: another posthumous novel,Edmund White,"London: Bloomsbury Publishing, 2021",Man-woman relationships--Fiction,Fiction,,16124651,16124651-7b671856-974c-49e0-8ad4-deb278a2138a#http://id.loc.gov/rwo/agents/nr97036515,Literature and Narrative Arts,False
531.0,"Title: If you kept a record of sins
Subjects: Mothers and sons--Fiction; Mothers--Death--Fiction; Romania--Fiction
Genres: Fiction
Provision information: Brooklyn, NY: Archipelago Books, 2021; First Archipelago Books edition","7001 $aWhite, Edmund,$d1940-$ewriter of afterword.$0http://id.loc.gov/authorities/names/n79082217","White, Edmund, 1940-",Writer of afterword,If you kept a record of sins,Andrea Bajani ; translated from the Italian by Elizabeth Harris ; afterword by Edmund White,"Brooklyn, NY: Archipelago Books, 2021 First Archipelago Books edition",Mothers and sons--Fiction; Mothers--Death--Fiction; Romania--Fiction,Fiction,,15807322,15807322-2c9346f9-9008-473b-baa3-848143a95b79#http://id.loc.gov/rwo/agents/n79082217,Literature and Narrative Arts,False
602.0,"Title: The Wonderful game of Oz
Related work: Wizard of Oz
Subjects: Hugel, George F.--Autograph
Genres: Puzzles and games; Games
Provision information: Salem, Mass; New York; London: Parker Bros, ©1921","7001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919.$tWizard of Oz.$0http://id.loc.gov/authorities/names/n81036429","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,The Wonderful game of Oz,,"Salem, Mass; New York; London: Parker Bros, ©1921","Hugel, George F.--Autograph",Puzzles and games; Games,Wizard of Oz,16210728,16210728-d4acffaa-79c7-45d9-9a7f-29ba4b722ee6#http://id.loc.gov/rwo/agents/n81036429,Literature and Narrative Arts,False
622.0,"Title: Shi ji zhi yi; 史記志疑
Subjects: Sima, Qian, approximately 145 B.C.-approximately 86 B.C. Shi ji; 司馬遷, approximately 145-approximately 86 B.C. 史記; Shi ji (Sima, Qian); China--History--To 221 B.C; China--History--Qin dynasty, 221-207 B.C; China--History--Han dynasty, 202 B.C.-220 A.D; China; To 220
Genres: History
Provision information: Beijing: Zhonghua shu ju, Xin hua shu dian Beijing fa xing suo fa xing, 1981; 北京: 中華書局, 新華書店北京发行所发行, 1981; Di 1 ban; 第1版","60010$6880-06$aSima, Qian,$dapproximately 145 B.C.-approximately 86 B.C.$tShi ji.$0http://id.loc.gov/authorities/names/n79081033 88014$6600-06/$1$a司馬遷,$dapproximately 145-approximately 86 B.C.$t史記.","Sima, Qian, approximately 145 B.C.-approximately 86 B.C. 司馬遷, approximately 145-approximately 86 B.C.",Subject,Shi ji zhi yi; 史記志疑,Liang Yusheng zhuan 梁玉繩撰,"Beijing: Zhonghua shu ju, Xin hua shu dian Beijing fa xing suo fa xing, 1981 北京: 中華書局, 新華書店北京发行所发行, 1981 Di 1 ban 第1版","Sima, Qian, approximately 145 B.C.-approximately 86 B.C. Shi ji; 司馬遷, approximately 145-approximately 86 B.C. 史記; Shi ji (Sima, Qian); China--History--To 221 B.C; China--History--Qin dynasty, 221-207 B.C; China--History--Han dynasty, 202 B.C.-220 A.D; China; To 220",History,,15571221,15571221-a4414563-5af1-43be-bee5-2fd407e75d0a#http://id.loc.gov/rwo/agents/n79081033,"History, Heritage, and Memory",False
622.0,"Title: Shi ji zhi yi; 史記志疑
Subjects: Sima, Qian, approximately 145 B.C.-approximately 86 B.C. Shi ji; 司馬遷, approximately 145-approximately 86 B.C. 史記; Shi ji (Sima, Qian); China--History--To 221 B.C; China--History--Qin dynasty, 221-207 B.C; China--History--Han dynasty, 202 B.C.-220 A.D; China; To 220
Genres: History
Provision information: Beijing: Zhonghua shu ju, Xin hua shu dian Beijing fa xing suo fa xing, 1981; 北京: 中華書局, 新華書店北京发行所发行, 1981; Di 1 ban; 第1版","60014$6880-07$aSima, Qian,$dapproximately 145 B.C.-approximately 86 B.C.$tShi ji.$0http://id.loc.gov/authorities/names/n79081033 88014$6600-07/$1$a司馬遷,$dapproximately 145-approximately 86 B.C.$t史記.","Sima, Qian, approximately 145 B.C.-approximately 86 B.C. 司馬遷, approximately 145-approximately 86 B.C.",Subject,Shi ji zhi yi; 史記志疑,Liang Yusheng zhuan 梁玉繩撰,"Beijing: Zhonghua shu ju, Xin hua shu dian Beijing fa xing suo fa xing, 1981 北京: 中華書局, 新華書店北京发行所发行, 1981 Di 1 ban 第1版","Sima, Qian, approximately 145 B.C.-approximately 86 B.C. Shi ji; 司馬遷, approximately 145-approximately 86 B.C. 史記; Shi ji (Sima, Qian); China--History--To 221 B.C; China--History--Qin dynasty, 221-207 B.C; China--History--Han dynasty, 202 B.C.-220 A.D; China; To 220",History,,15571221,15571221-f8fe3931-dcf1-4503-903f-2f27983c18eb#http://id.loc.gov/rwo/agents/n79081033,"History, Heritage, and Memory",False
