composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,classification_label,classification_path,top_concepts_json,classification_mode,vector_hash
"Subject: Berry, Mary, 1763-1852
Title: Horace Walpole collection
Subjects: Walpole, Horace, 1717-1797; Walpole, Robert, Earl of Orford, 1676-1745; Walpole family; Ashton, Thomas, 1716-1775; Berry, Agnes, 1764-1852; Chute, John, 1701-1776; Cole, William, 1714-1782; Conway, Henry Seymour, 1721-1795; Dalrymple, David, Sir, 1726-1792; Du Deffand, Marie de Vichy Chamrond, marquise, 1697-1780; Chatterton, Thomas, 1752-1770; Gray, Thomas, 1716-1771; Hertford, Francis Ingram Seymour, Marquis of, 1743-1822; Mason, William, 1725-1797; Montagu, George Brudenell Montagu, Duke of, 1712-1790; More, Hannah, 1745-1833; Selwyn, George Augustus, 1719-1791; Seton, Barbara Cecilia; Upper Ossory, Anne Liddell FitzRoy FitzPatrick, countess of, 1737 or 1738-1804; West, Richard, 1716-1742; Wiart, Jean François; Strawberry Hill (Twickenham, London, England); France--Social life and customs--18th century; Great Britain--History--George II, 1727-1760; Great Britain--History--George III, 1760-1820; Great Britain--Social life and customs--18th century; Great Britain--Intellectual life--18th century; Great Britain--Politics and government--18th century; Great Britain--History--18th century; Art--Collectors and collecting--Great Britain; Authors, English--18th century; Authors, French--18th century; Clergy--Great Britain; Courts and courtiers--England; Nobility--Great Britain; Legislators--Great Britain; Poets, English--18th century
Genres: Correspondence; Poetry","60010$aBerry, Mary,$d1763-1852.$0http://id.loc.gov/authorities/names/n82209464","Berry, Mary, 1763-1852",Subject,Horace Walpole collection,NaN,NaN,"Walpole, Horace, 1717-1797; Walpole, Robert, Earl of Orford, 1676-1745; Walpole family; Ashton, Thomas, 1716-1775; Berry, Agnes, 1764-1852; Chute, John, 1701-1776; Cole, William, 1714-1782; Conway, Henry Seymour, 1721-1795; Dalrymple, David, Sir, 1726-1792; Du Deffand, Marie de Vichy Chamrond, marquise, 1697-1780; Chatterton, Thomas, 1752-1770; Gray, Thomas, 1716-1771; Hertford, Francis Ingram Seymour, Marquis of, 1743-1822; Mason, William, 1725-1797; Montagu, George Brudenell Montagu, Duke of, 1712-1790; More, Hannah, 1745-1833; Selwyn, George Augustus, 1719-1791; Seton, Barbara Cecilia; Upper Ossory, Anne Liddell FitzRoy FitzPatrick, countess of, 1737 or 1738-1804; West, Richard, 1716-1742; Wiart, Jean François; Strawberry Hill (Twickenham, London, England); France--Social life and customs--18th century; Great Britain--History--George II, 1727-1760; Great Britain--History--George III, 1760-1820; Great Britain--Social life and customs--18th century; Great Britain--Intellectual life--18th century; Great Britain--Politics and government--18th century; Great Britain--History--18th century; Art--Collectors and collecting--Great Britain; Authors, English--18th century; Authors, French--18th century; Clergy--Great Britain; Courts and courtiers--England; Nobility--Great Britain; Legislators--Great Britain; Poets, English--18th century",Correspondence; Poetry,NaN,10421363,10421363-b2d09001-f105-4127-9a8f-9af7d5491c38#http://id.loc.gov/rwo/agents/n82209464,"History, Heritage, and Memory","Humanities, Thought, and Interpretation > History, Heritage, and Memory","[{""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.19906127452850342}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.19857573509216309}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.19851160049438477}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.1966072916984558}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.19353413581848145}]",ClassificationMode.AVERAGE,17559c7a85784977bab767113e20050c
"Contributor: Schubert, Franz, 1797-1828
Title: Unvergessner Leo Slezak
Related work: Schwanengesang (Song cycle). Ständchen.
Subjects: Songs (High voice) with piano; Songs (High voice) with orchestra; Songs, German; Motion picture music; Musicals--Austria--Vienna; Music--Austria--Vienna
Genres: Songs
Provision information: [Vienna]: Preiser Records, 1995","70012$aSchubert, Franz,$d1797-1828.$tSchwanengesang (Song cycle).$pStändchen.$0http://id.loc.gov/authorities/names/n81100991","Schubert, Franz, 1797-1828",Contributor,Unvergessner Leo Slezak,NaN,"[Vienna]: Preiser Records, 1995","Songs (High voice) with piano; Songs (High voice) with orchestra; Songs, German; Motion picture music; Musicals--Austria--Vienna; Music--Austria--Vienna",Songs,Schwanengesang (Song cycle). Ständchen.,11312107,11312107-64ebcee7-7ef6-4e8a-b5be-e7c9fb2cfb44#http://id.loc.gov/rwo/agents/n81100991,"Music, Sound, and Sonic Arts","Arts, Culture, and Creative Expression > Music, Sound, and Sonic Arts","[{""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.14640730619430542}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.12786865234375}, {""concept_uri"": ""performingarts"", ""pref_label"": ""Performing Arts and Media"", ""similarity"": 0.12751424312591553}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.12174320220947266}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.11684691905975342}]",ClassificationMode.AVERAGE,bd7187e75ef2b05d7f0cc8cf68faae36
"Contributor: Schubert, Franz, 1797-1828
Title: Unvergessner Leo Slezak
Related work: Musensohn
Subjects: Songs (High voice) with piano; Songs (High voice) with orchestra; Songs, German; Motion picture music; Musicals--Austria--Vienna; Music--Austria--Vienna
Genres: Songs
Provision information: [Vienna]: Preiser Records, 1995","70012$aSchubert, Franz,$d1797-1828.$tMusensohn.$0http://id.loc.gov/authorities/names/no97074454","Schubert, Franz, 1797-1828",Contributor,Unvergessner Leo Slezak,NaN,"[Vienna]: Preiser Records, 1995","Songs (High voice) with piano; Songs (High voice) with orchestra; Songs, German; Motion picture music; Musicals--Austria--Vienna; Music--Austria--Vienna",Songs,Musensohn,11312107,11312107-81f0b731-0dc0-4985-8612-be9bfdf108c6#http://id.loc.gov/rwo/agents/no97074454,"Music, Sound, and Sonic Arts","Arts, Culture, and Creative Expression > Music, Sound, and Sonic Arts","[{""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.15449178218841553}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.13460218906402588}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.13425672054290771}, {""concept_uri"": ""performingarts"", ""pref_label"": ""Performing Arts and Media"", ""similarity"": 0.13264888525009155}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.1224592924118042}]",ClassificationMode.AVERAGE,5a1e6d32ab0e1a2eae70dea6ff41c2cf
"Contributor: Schubert, Franz, 1797-1828
Title: Unvergessner Leo Slezak
Related work: Schöne Müllerin. Ungeduld.
Subjects: Songs (High voice) with piano; Songs (High voice) with orchestra; Songs, German; Motion picture music; Musicals--Austria--Vienna; Music--Austria--Vienna
Genres: Songs
Provision information: [Vienna]: Preiser Records, 1995","70012$aSchubert, Franz,$d1797-1828.$tSchöne Müllerin.$pUngeduld.$0http://id.loc.gov/authorities/names/n79003847","Schubert, Franz, 1797-1828",Contributor,Unvergessner Leo Slezak,NaN,"[Vienna]: Preiser Records, 1995","Songs (High voice) with piano; Songs (High voice) with orchestra; Songs, German; Motion picture music; Musicals--Austria--Vienna; Music--Austria--Vienna",Songs,Schöne Müllerin. Ungeduld.,11312107,11312107-4ef20ba2-e1ce-4d35-8db7-d288aa6c23e5#http://id.loc.gov/rwo/agents/n79003847,"Music, Sound, and Sonic Arts","Arts, Culture, and Creative Expression > Music, Sound, and Sonic Arts","[{""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.14195621013641357}, {""concept_uri"": ""performingarts"", ""pref_label"": ""Performing Arts and Media"", ""similarity"": 0.12024617195129395}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.11578243970870972}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.11307960748672485}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.11232918500900269}]",ClassificationMode.AVERAGE,e3821d898b0e1ed685d90f1da01bdbe7
"Contributor: Schubert, Franz, 1797-1828
Title: Unvergessner Leo Slezak
Related work: Winterreise. Post.
Subjects: Songs (High voice) with piano; Songs (High voice) with orchestra; Songs, German; Motion picture music; Musicals--Austria--Vienna; Music--Austria--Vienna
Genres: Songs
Provision information: [Vienna]: Preiser Records, 1995","70012$aSchubert, Franz,$d1797-1828.$tWinterreise.$pPost.$0http://id.loc.gov/authorities/names/no97004468","Schubert, Franz, 1797-1828",Contributor,Unvergessner Leo Slezak,NaN,"[Vienna]: Preiser Records, 1995","Songs (High voice) with piano; Songs (High voice) with orchestra; Songs, German; Motion picture music; Musicals--Austria--Vienna; Music--Austria--Vienna",Songs,Winterreise. Post.,11312107,11312107-b9f77d27-46ac-4c60-84be-a622f08f6ded#http://id.loc.gov/rwo/agents/no97004468,"Music, Sound, and Sonic Arts","Arts, Culture, and Creative Expression > Music, Sound, and Sonic Arts","[{""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.15560150146484375}, {""concept_uri"": ""performingarts"", ""pref_label"": ""Performing Arts and Media"", ""similarity"": 0.13742542266845703}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.1293678879737854}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.12873828411102295}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.12851768732070923}]",ClassificationMode.AVERAGE,955472d44aaf65384434e309efff9c51
"Contributor: Schubert, Franz, 1797-1828
Title: Overture, Rienzi
Variant titles: Rienzi
Related work: Symphonies, D. 944, C major
Attribution: Wagner. In a summer garden / Delius. Symphony no. 9 / Schubert.
Subjects: Overtures; Orchestral music; Rhapsodies (Music); Symphonies
Genres: Overtures; Rhapsodies (Music); Symphonies
Provision information: Thames Ditton, Surrey, England: Somm, p2011","70012$aSchubert, Franz,$d1797-1828.$tSymphonies,$nD. 944,$rC major.","Schubert, Franz, 1797-1828",Contributor,"Overture, Rienzi",Wagner. In a summer garden / Delius. Symphony no. 9 / Schubert.,"Thames Ditton, Surrey, England: Somm, p2011",Overtures; Orchestral music; Rhapsodies (Music); Symphonies,Overtures; Rhapsodies (Music); Symphonies,"Symphonies, D. 944, C major",11317446,11317446#Agent700-35,"Music, Sound, and Sonic Arts","Arts, Culture, and Creative Expression > Music, Sound, and Sonic Arts","[{""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.18016481399536133}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.16177642345428467}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.156890869140625}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.15536290407180786}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.15322160720825195}]",ClassificationMode.AVERAGE,bdd5a8e5fd8df10a520d2244ce26d65b
"Contributor: Schubert, Franz, 1797-1828
Title: Unfinished symphony: no. 8 in B minor
Attribution: Schubert
Subjects: Symphonies
Genres: Symphonies
Provision information: New York, N.Y.: Plymouth, [1952]","1001 $aSchubert, Franz,$d1797-1828.","Schubert, Franz, 1797-1828",Contributor,Unfinished symphony: no. 8 in B minor,Schubert,"New York, N.Y.: Plymouth, [1952]",Symphonies,Symphonies,NaN,11053359,11053359#Agent100-9,"Music, Sound, and Sonic Arts","Arts, Culture, and Creative Expression > Music, Sound, and Sonic Arts","[{""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.1660875678062439}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.1335371732711792}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.1312323808670044}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.12647515535354614}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.12623107433319092}]",ClassificationMode.AVERAGE,1bafbeaa13f34dd3cf4fefbdd3619be4
"Contributor: Schubert, Franz, 1797-1828
Title: Unfinished symphony: no. 8 in B minor
Version of: Symphonies, D. 759, B minor
Attribution: Schubert
Subjects: Symphonies
Genres: Symphonies
Provision information: New York, N.Y.: Plymouth, [1952]","1001 $aSchubert, Franz,$d1797-1828.","Schubert, Franz, 1797-1828",Contributor,Unfinished symphony: no. 8 in B minor,Schubert,"New York, N.Y.: Plymouth, [1952]",Symphonies,Symphonies,"Symphonies, D. 759, B minor",11053359,11053359#Hub240-10-Agent,"Music, Sound, and Sonic Arts","Arts, Culture, and Creative Expression > Music, Sound, and Sonic Arts","[{""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.14709746837615967}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.11844402551651001}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.11299324035644531}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.11066287755966187}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.11035269498825073}]",ClassificationMode.AVERAGE,23b4eaf36b61c165a4a81f1b204ad620
"Contributor: Schubert, Franz, 1797-1828
Title: Martha Argerich: live at the Lugano Festivals 2002-2004
Related work: Trios, piano, violin, cello, D. 898, B♭ major
Subjects: Piano quartets; Piano quintets; Piano trios; Sonatas (Violin and piano); Suites (Pianos (2)), Arranged; Symphonies (Pianos (2)), Arranged
Genres: Symphonies; Suites; Sonatas; Sound recordings
Provision information: [Hayes, Middlesex, England]: EMI Classics, [2005]","70012$aSchubert, Franz,$d1797-1828.$tTrios,$mpiano, violin, cello,$nD. 898,$rB♭ major.","Schubert, Franz, 1797-1828",Contributor,Martha Argerich: live at the Lugano Festivals 2002-2004,NaN,"[Hayes, Middlesex, England]: EMI Classics, [2005]","Piano quartets; Piano quintets; Piano trios; Sonatas (Violin and piano); Suites (Pianos (2)), Arranged; Symphonies (Pianos (2)), Arranged",Symphonies; Suites; Sonatas; Sound recordings,"Trios, piano, violin, cello, D. 898, B♭ major",11170083,11170083#Agent700-51,"Music, Sound, and Sonic Arts","Arts, Culture, and Creative Expression > Music, Sound, and Sonic Arts","[{""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.19371479749679565}, {""concept_uri"": ""performingarts"", ""pref_label"": ""Performing Arts and Media"", ""similarity"": 0.1621936559677124}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.16050642728805542}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.1590319275856018}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.1536569595336914}]",ClassificationMode.AVERAGE,cf265667044b56f7f6959bc37eb041b1
"Contributor: Strauss, Richard, 1864-1949
Title: Carl Schuricht conducts Emil Nikolaus von Rezniček, Richard Strauss, Hans Pfitzner, Max Reger
Related work: Guntram. Einleitung.
Subjects: Chamisso, Adelbert von, 1781-1838--Musical settings; Variations (Orchestra); Songs (Low voice) with orchestra; Overtures; Canons, fugues, etc. (Orchestra)
Genres: Variations (Music); Overtures; Fugues
Provision information: Holzgerlingen, Germany: Hänssler Classic, SWR Music, p2005","70012$aStrauss, Richard,$d1864-1949.$tGuntram.$pEinleitung.","Strauss, Richard, 1864-1949",Contributor,"Carl Schuricht conducts Emil Nikolaus von Rezniček, Richard Strauss, Hans Pfitzner, Max Reger",NaN,"Holzgerlingen, Germany: Hänssler Classic, SWR Music, p2005","Chamisso, Adelbert von, 1781-1838--Musical settings; Variations (Orchestra); Songs (Low voice) with orchestra; Overtures; Canons, fugues, etc. (Orchestra)",Variations (Music); Overtures; Fugues,Guntram. Einleitung.,11270555,11270555#Agent700-38,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.2372351884841919}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.2203967571258545}, {""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.21951091289520264}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.2187798023223877}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.21797668933868408}]",ClassificationMode.AVERAGE,37a1a44c076fa1ca83e5765b50f9ec34
"Contributor: Strauss, Richard, 1864-1949
Title: Pelleas & Melisande: op. 5
Related work: Metamorphosen
Attribution: Schoenberg. Metamorphosen / Strauss.
Subjects: Symphonic poems
Genres: Symphonic poems; Sound recordings
Provision information: [England]: EMI Classics, p1994","70012$aStrauss, Richard,$d1864-1949.$tMetamorphosen.","Strauss, Richard, 1864-1949",Contributor,Pelleas & Melisande: op. 5,Schoenberg. Metamorphosen / Strauss.,"[England]: EMI Classics, p1994",Symphonic poems,Symphonic poems; Sound recordings,Metamorphosen,11077671,11077671#Agent700-29,"Music, Sound, and Sonic Arts","Arts, Culture, and Creative Expression > Music, Sound, and Sonic Arts","[{""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.21321064233779907}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.20997679233551025}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.20939433574676514}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.1998119354248047}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.1950540542602539}]",ClassificationMode.AVERAGE,b3ae46b470164689fa6d00078322304b
"Contributor: Strauss, Richard, 1864-1949
Title: Julius Patzak (1898-1974)
Related work: Lieder, op. 17. Ständchen.
Subjects: Operas--Excerpts; Songs (High voice) with orchestra
Genres: Operas; Songs
Provision information: [Vienna]: Lebendige Vergangenheit, p1993","70012$aStrauss, Richard,$d1864-1949.$tLieder,$nop. 17.$pStändchen.$0http://id.loc.gov/authorities/names/n85006195","Strauss, Richard, 1864-1949",Contributor,Julius Patzak (1898-1974),NaN,"[Vienna]: Lebendige Vergangenheit, p1993",Operas--Excerpts; Songs (High voice) with orchestra,Operas; Songs,"Lieder, op. 17. Ständchen.",11284799,11284799-b4987096-8f6d-4cda-8dae-5197e5bd9def#http://id.loc.gov/rwo/agents/n85006195,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.15683263540267944}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.15079236030578613}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.14960253238677979}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.14701735973358154}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.14140021800994873}]",ClassificationMode.AVERAGE,679a4cf3c1c633f539a1b98659ed1504
"Contributor: Strauss, Richard, 1864-1949
Title: Julius Patzak (1898-1974)
Related work: Lieder, op. 27. Cäcilie.
Subjects: Operas--Excerpts; Songs (High voice) with orchestra
Genres: Operas; Songs
Provision information: [Vienna]: Lebendige Vergangenheit, p1993","70012$aStrauss, Richard,$d1864-1949.$tLieder,$nop. 27.$pCäcilie.$0http://id.loc.gov/authorities/names/n89644560","Strauss, Richard, 1864-1949",Contributor,Julius Patzak (1898-1974),NaN,"[Vienna]: Lebendige Vergangenheit, p1993",Operas--Excerpts; Songs (High voice) with orchestra,Operas; Songs,"Lieder, op. 27. Cäcilie.",11284799,11284799-3c93446c-3d2c-457c-9948-2d36feb48b46#http://id.loc.gov/rwo/agents/n89644560,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.16111189126968384}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.15680170059204102}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.15323477983474731}, {""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.1498681902885437}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.1484994888305664}]",ClassificationMode.AVERAGE,f3e35804fdfde36b5c78775a6c8b5dce
"Contributor: Strauss, Richard, 1864-1949
Title: Four last songs
Attribution: Richard Strauss
Subjects: Songs (High voice) with orchestra; Operas--Excerpts; Chansons (Voix aiguë) acc. d'orchestre.; Opéras--Extraits
Genres: Songs; Operas
Provision information: [S.l.]: Naxos, p2008","1001 $aStrauss, Richard,$d1864-1949.","Strauss, Richard, 1864-1949",Contributor,Four last songs,Richard Strauss,"[S.l.]: Naxos, p2008",Songs (High voice) with orchestra; Operas--Excerpts; Chansons (Voix aiguë) acc. d'orchestre.; Opéras--Extraits,Songs; Operas,NaN,11304036,11304036#Agent100-18,"Music, Sound, and Sonic Arts","Arts, Culture, and Creative Expression > Music, Sound, and Sonic Arts","[{""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.1836158037185669}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.1815277338027954}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.17210841178894043}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.17046892642974854}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.168160080909729}]",ClassificationMode.AVERAGE,2560e675e86766b86f7ba8166b1674fe
"Contributor: Strauss, Richard, 1864-1949
Title: Four last songs
Related work: Letzte Lieder
Attribution: Richard Strauss
Subjects: Songs (High voice) with orchestra; Operas--Excerpts; Chansons (Voix aiguë) acc. d'orchestre.; Opéras--Extraits
Genres: Songs; Operas
Provision information: [S.l.]: Naxos, p2008","70012$aStrauss, Richard,$d1864-1949.$tLetzte Lieder.","Strauss, Richard, 1864-1949",Contributor,Four last songs,Richard Strauss,"[S.l.]: Naxos, p2008",Songs (High voice) with orchestra; Operas--Excerpts; Chansons (Voix aiguë) acc. d'orchestre.; Opéras--Extraits,Songs; Operas,Letzte Lieder,11304036,11304036#Agent700-38,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.194006085395813}, {""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.19363367557525635}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.18875527381896973}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.1853286623954773}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.18352973461151123}]",ClassificationMode.AVERAGE,2cea1e5250f4bea86e4efb65b347e23d
"Contributor: Strauss, Richard, 1864-1949
Title: Four last songs
Related work: Lieder, op. 68; arranged.
Attribution: Richard Strauss
Subjects: Songs (High voice) with orchestra; Operas--Excerpts; Chansons (Voix aiguë) acc. d'orchestre.; Opéras--Extraits
Genres: Songs; Operas
Provision information: [S.l.]: Naxos, p2008","70012$aStrauss, Richard,$d1864-1949.$tLieder,$nop. 68;$oarranged.","Strauss, Richard, 1864-1949",Contributor,Four last songs,Richard Strauss,"[S.l.]: Naxos, p2008",Songs (High voice) with orchestra; Operas--Excerpts; Chansons (Voix aiguë) acc. d'orchestre.; Opéras--Extraits,Songs; Operas,"Lieder, op. 68; arranged.",11304036,11304036#Agent700-39,"Music, Sound, and Sonic Arts","Arts, Culture, and Creative Expression > Music, Sound, and Sonic Arts","[{""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.18596839904785156}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.18576735258102417}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.17920958995819092}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.17752695083618164}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.17660236358642578}]",ClassificationMode.AVERAGE,2cea1e5250f4bea86e4efb65b347e23d
"Contributor: Strauss, Richard, 1864-1949
Title: Four last songs
Related work: Ariadne auf Naxos. Selections.
Attribution: Richard Strauss
Subjects: Songs (High voice) with orchestra; Operas--Excerpts; Chansons (Voix aiguë) acc. d'orchestre.; Opéras--Extraits
Genres: Songs; Operas
Provision information: [S.l.]: Naxos, p2008","70012$aStrauss, Richard,$d1864-1949.$tAriadne auf Naxos.$kSelections.","Strauss, Richard, 1864-1949",Contributor,Four last songs,Richard Strauss,"[S.l.]: Naxos, p2008",Songs (High voice) with orchestra; Operas--Excerpts; Chansons (Voix aiguë) acc. d'orchestre.; Opéras--Extraits,Songs; Operas,Ariadne auf Naxos. Selections.,11304036,11304036#Agent700-40,"Music, Sound, and Sonic Arts","Arts, Culture, and Creative Expression > Music, Sound, and Sonic Arts","[{""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.202478289604187}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.18831229209899902}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.18013137578964233}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.17823052406311035}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.17805230617523193}]",ClassificationMode.AVERAGE,43f6a47e100239ea10bb20af21ae4d16
